symbol,strategy,entry_time,exit_time,entry,stop_loss,target,exit_price,outcome,r_multiple,pnl_pct,candles_held
NOW,VWAP_BROAD_TEST,2026-09-02 09:35:00-04:00,2026-09-02 09:40:00-04:00,142.35,139.51,146.61,139.51,STOP,-1.0,-2.0,1
NOW,VWAP_RETEST,2026-09-02 16:55:00-04:00,2026-09-02 16:55:00-04:00,138.85,136.72,142.04,136.72,STOP,-1.0,-1.53,0
NOW,VWAP_BROAD_TEST,2026-09-03 09:35:00-04:00,2026-09-03 16:45:00-04:00,145.83,140.81,153.36,153.36,TARGET,1.5,5.16,86
NOW,VWAP_RETEST,2026-09-03 10:00:00-04:00,2026-09-03 10:40:00-04:00,145.44,144.35,147.08,144.35,STOP,-1.0,-0.75,8
NOW,VWAP_BROAD_TEST,2026-09-04 10:00:00-04:00,2026-09-04 11:10:00-04:00,141.46,140.41,143.04,140.41,STOP,-1.0,-0.74,14
NOW,VWAP_RETEST,2026-09-04 10:15:00-04:00,2026-09-04 10:15:00-04:00,141.49,141.3,141.79,141.79,TARGET,1.5,0.21,0
NOW,VWAP_BROAD_TEST,2026-09-08 09:50:00-04:00,2026-09-08 13:55:00-04:00,134.79,133.55,136.64,133.55,STOP,-1.0,-0.92,49
NOW,VWAP_RETEST,2026-09-08 11:25:00-04:00,2026-09-08 11:45:00-04:00,135.16,134.57,136.05,134.57,STOP,-1.0,-0.44,4
NOW,VWAP_BROAD_TEST,2026-09-09 09:35:00-04:00,2026-09-09 09:45:00-04:00,133.38,132.77,134.31,134.31,TARGET,1.5,0.69,2
NOW,VWAP_BROAD_TEST,2026-09-10 09:35:00-04:00,2026-09-10 09:45:00-04:00,131.99,130.64,134.0,134.0,TARGET,1.5,1.53,2
NOW,VWAP_RETEST,2026-09-10 10:55:00-04:00,2026-09-10 11:00:00-04:00,133.35,133.0,133.88,133.0,STOP,-1.0,-0.26,1
NOW,VWAP_BROAD_TEST,2026-09-11 09:35:00-04:00,2026-09-11 19:55:00-04:00,132.4,130.39,135.41,132.28,EOD_SQUAREOFF,-0.06,-0.09,113
NOW,EMA_CROSS,2026-09-11 12:35:00-04:00,2026-09-11 19:55:00-04:00,132.36,131.39,133.82,132.28,EOD_SQUAREOFF,-0.08,-0.06,77
NOW,VWAP_RETEST,2026-09-11 14:00:00-04:00,2026-09-11 15:55:00-04:00,132.85,132.5,133.38,132.5,STOP,-1.0,-0.26,23
NOW,VWAP_BROAD_TEST,2026-09-14 09:35:00-04:00,2026-09-14 09:45:00-04:00,139.62,138.08,141.93,138.08,STOP,-1.0,-1.1,2
NOW,VWAP_RETEST,2026-09-14 10:55:00-04:00,2026-09-14 11:05:00-04:00,139.58,139.0,140.45,140.45,TARGET,1.5,0.62,2
NOW,EMA_CROSS,2026-09-14 15:40:00-04:00,2026-09-14 16:05:00-04:00,142.54,142.1,143.2,142.1,STOP,-1.0,-0.31,5
NOW,VWAP_BROAD_TEST,2026-09-15 09:35:00-04:00,2026-09-15 10:55:00-04:00,140.38,139.0,142.44,142.44,TARGET,1.5,1.47,16
NOW,VWAP_RETEST,2026-09-15 10:40:00-04:00,2026-09-15 10:40:00-04:00,141.28,141.18,141.43,141.18,STOP,-1.0,-0.07,0
NOW,VWAP_BROAD_TEST,2026-09-16 09:35:00-04:00,2026-09-16 09:40:00-04:00,139.42,138.33,141.05,141.05,TARGET,1.5,1.17,1
NOW,VWAP_RETEST,2026-09-16 10:00:00-04:00,2026-09-16 15:00:00-04:00,141.34,140.12,143.17,140.12,STOP,-1.0,-0.86,60
NOW,EMA_CROSS,2026-09-16 14:10:00-04:00,2026-09-16 14:35:00-04:00,141.56,140.51,143.14,140.51,STOP,-1.0,-0.74,5
NOW,VWAP_BROAD_TEST,2026-09-17 09:40:00-04:00,2026-09-17 09:45:00-04:00,138.57,136.0,142.41,139.68,EOD_SQUAREOFF,0.44,0.81,1
