symbol,strategy,entry_time,exit_time,entry,stop_loss,target,exit_price,outcome,r_multiple,pnl_pct,candles_held
BE,VWAP_BROAD_TEST,2026-08-21 09:40:00-04:00,2026-08-21 09:45:00-04:00,204.62,202.6,207.64,207.64,TARGET,1.5,1.48,1
BE,VWAP_RETEST,2026-08-21 14:05:00-04:00,2026-08-21 14:05:00-04:00,200.9,200.46,201.56,200.46,STOP,-1.0,-0.22,0
BE,EMA_CROSS,2026-08-21 16:00:00-04:00,2026-08-21 19:55:00-04:00,201.25,200.04,203.06,201.0,EOD_SQUAREOFF,-0.21,-0.12,47
BE,VWAP_BROAD_TEST,2026-08-24 09:50:00-04:00,2026-08-24 10:30:00-04:00,190.39,186.0,196.97,196.97,TARGET,1.5,3.46,8
BE,VWAP_BROAD_TEST,2026-08-25 09:35:00-04:00,2026-08-25 09:35:00-04:00,214.35,211.45,218.7,211.45,STOP,-1.0,-1.35,0
BE,VWAP_RETEST,2026-08-25 11:45:00-04:00,2026-08-25 11:55:00-04:00,213.7,212.51,215.48,215.48,TARGET,1.5,0.84,2
BE,EMA_CROSS,2026-08-25 16:00:00-04:00,2026-08-25 19:55:00-04:00,217.48,215.26,220.82,217.42,EOD_SQUAREOFF,-0.03,-0.03,47
BE,VWAP_BROAD_TEST,2026-08-26 09:35:00-04:00,2026-08-26 11:50:00-04:00,224.31,213.41,240.66,213.41,STOP,-1.0,-4.86,27
BE,VWAP_RETEST,2026-08-26 10:00:00-04:00,2026-08-26 10:10:00-04:00,223.38,221.1,226.8,221.1,STOP,-1.0,-1.02,2
BE,VWAP_BROAD_TEST,2026-08-27 09:40:00-04:00,2026-08-27 09:40:00-04:00,222.95,221.02,225.84,221.02,STOP,-1.0,-0.87,0
BE,VWAP_BROAD_TEST,2026-08-28 09:35:00-04:00,2026-08-28 11:45:00-04:00,217.26,213.33,223.15,213.33,STOP,-1.0,-1.81,26
BE,VWAP_RETEST,2026-08-28 10:05:00-04:00,2026-08-28 10:05:00-04:00,220.0,218.01,222.98,218.01,STOP,-1.0,-0.9,0
BE,VWAP_BROAD_TEST,2026-08-31 09:55:00-04:00,2026-08-31 10:00:00-04:00,206.0,204.22,208.67,204.22,STOP,-1.0,-0.86,1
BE,VWAP_RETEST,2026-08-31 13:45:00-04:00,2026-08-31 13:45:00-04:00,205.35,205.07,205.76,205.07,STOP,-1.0,-0.13,0
BE,VWAP_BROAD_TEST,2026-09-01 09:35:00-04:00,2026-09-01 09:35:00-04:00,204.96,200.89,211.07,200.89,STOP,-1.0,-1.99,0
BE,VWAP_BROAD_TEST,2026-09-02 09:40:00-04:00,2026-09-02 10:50:00-04:00,209.3,206.66,213.26,206.66,STOP,-1.0,-1.26,14
BE,VWAP_RETEST,2026-09-02 10:05:00-04:00,2026-09-02 10:10:00-04:00,209.17,207.26,212.03,212.03,TARGET,1.5,1.37,1
BE,VWAP_BROAD_TEST,2026-09-03 09:40:00-04:00,2026-09-03 09:50:00-04:00,216.46,212.12,222.97,222.97,TARGET,1.5,3.01,2
BE,VWAP_RETEST,2026-09-03 10:20:00-04:00,2026-09-03 10:35:00-04:00,217.91,216.47,220.07,220.07,TARGET,1.5,0.99,3
BE,VWAP_BROAD_TEST,2026-09-04 09:35:00-04:00,2026-09-04 15:45:00-04:00,242.23,235.55,252.25,252.25,TARGET,1.5,4.14,74
BE,VWAP_RETEST,2026-09-04 10:00:00-04:00,2026-09-04 10:15:00-04:00,245.1,242.31,249.27,242.31,STOP,-1.0,-1.14,3
BE,VWAP_BROAD_TEST,2026-09-08 09:35:00-04:00,2026-09-08 19:55:00-04:00,272.77,264.3,285.46,274.79,EOD_SQUAREOFF,0.24,0.74,123
BE,VWAP_RETEST,2026-09-08 10:20:00-04:00,2026-09-08 10:20:00-04:00,273.25,272.4,274.53,272.4,STOP,-1.0,-0.31,0
BE,VWAP_BROAD_TEST,2026-09-09 09:35:00-04:00,2026-09-09 11:25:00-04:00,277.44,271.5,286.35,271.5,STOP,-1.0,-2.14,22
BE,VWAP_RETEST,2026-09-09 10:00:00-04:00,2026-09-09 10:05:00-04:00,278.64,276.23,282.27,276.23,STOP,-1.0,-0.87,1
BE,VWAP_BROAD_TEST,2026-09-10 09:35:00-04:00,2026-09-10 09:45:00-04:00,265.6,259.35,274.96,259.35,STOP,-1.0,-2.35,2
BE,VWAP_RETEST,2026-09-10 10:20:00-04:00,2026-09-10 10:20:00-04:00,264.74,262.94,267.44,267.44,TARGET,1.5,1.02,0
BE,VWAP_BROAD_TEST,2026-09-11 09:35:00-04:00,2026-09-11 19:55:00-04:00,271.18,266.12,278.77,276.1,EOD_SQUAREOFF,0.97,1.81,123
BE,VWAP_RETEST,2026-09-11 10:00:00-04:00,2026-09-11 10:40:00-04:00,274.95,271.7,279.83,271.7,STOP,-1.0,-1.18,8
BE,EMA_CROSS,2026-09-11 12:45:00-04:00,2026-09-11 13:00:00-04:00,276.26,274.59,278.77,274.59,STOP,-1.0,-0.6,3
BE,VWAP_BROAD_TEST,2026-09-14 09:45:00-04:00,2026-09-14 09:45:00-04:00,252.51,249.56,256.93,256.93,TARGET,1.5,1.75,0
BE,VWAP_RETEST,2026-09-14 10:45:00-04:00,2026-09-14 11:05:00-04:00,255.54,253.9,258.01,253.9,STOP,-1.0,-0.64,4
BE,VWAP_BROAD_TEST,2026-09-15 09:35:00-04:00,2026-09-15 14:15:00-04:00,267.7,259.89,279.42,259.89,STOP,-1.0,-2.92,56
BE,VWAP_RETEST,2026-09-15 10:15:00-04:00,2026-09-15 10:15:00-04:00,266.09,265.31,267.27,267.27,TARGET,1.5,0.44,0
BE,VWAP_BROAD_TEST,2026-09-16 09:35:00-04:00,2026-09-16 09:50:00-04:00,267.26,263.5,272.89,272.89,TARGET,1.5,2.11,3
BE,VWAP_RETEST,2026-09-16 11:10:00-04:00,2026-09-16 11:10:00-04:00,270.75,270.19,271.59,270.19,STOP,-1.0,-0.21,0
BE,VWAP_BROAD_TEST,2026-09-17 09:35:00-04:00,2026-09-17 09:35:00-04:00,286.67,280.54,295.87,280.54,STOP,-1.0,-2.14,0
